Name of Initiative,Organization Name,Notes,Location 1,Street Address,City,State,State Based,Phase 1,Phase 2,Facebook,Twitter,Youtube,Website,Category,MSA_Name,Unique ID,Map Display
Enhancing Oncology Model,Texas Oncology,,"1904 Pine Street, Abilene, TX (32.471411, -99.731327)",1904 Pine Street,Abilene,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1119,
Enhancing Oncology Model,Texas Oncology,,"2001 N. MacArthur, Irving, TX (32.835354, -96.961007)",2001 N. MacArthur,Irving,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1120,
Enhancing Oncology Model,Texas Oncology,,"1010 North Mill St, Bowie, TX (33.563846, -97.836382)",1010 North Mill St,Bowie,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1121,
Enhancing Oncology Model,Texas Oncology,,"1015 E. 32nd Street, Austin, TX (30.28952, -97.724279)",1015 E. 32nd Street,Austin,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1122,
Enhancing Oncology Model,Texas Oncology,,"10970 Shadow Creek Pkwy, Pearland, TX (29.577495, -95.388931)",10970 Shadow Creek Pkwy,Pearland,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1123,
Enhancing Oncology Model,Texas Oncology,,"1957 Antilley Road, Abilene, TX (32.372506, -99.747189)",1957 Antilley Road,Abilene,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1124,
Enhancing Oncology Model,Texas Oncology,,"104 Max Starcke Dam Road, marble Falls, TX (30.555211, -98.27247)",104 Max Starcke Dam Road,marble Falls,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1125,
Enhancing Oncology Model,Texas Oncology,,"1105 Central Expressway, Allen, TX (33.116103, -96.673106)",1105 Central Expressway,Allen,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1126,
Enhancing Oncology Model,Texas Oncology,,"11130 Christus hills, San Antonio, TX (29.464612, -98.697094)",11130 Christus hills,San Antonio,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1127,
Enhancing Oncology Model,Texas Oncology,,"1441 N. Beckley Ave., Dallas, TX (32.76156, -96.825026)",1441 N. Beckley Ave.,Dallas,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1128,
Enhancing Oncology Model,Texas Oncology,,"1631 Lancaster Drive, Grapevine, TX (32.932277, -97.091588)",1631 Lancaster Drive,Grapevine,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1129,
Enhancing Oncology Model,Texas Oncology,,"18707 Hardy Oak, San Antonio, TX (29.615543, -98.478258)",18707 Hardy Oak,San Antonio,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1130,
Enhancing Oncology Model,Texas Oncology,,"11920 Astoria Blvd, Houston, TX (29.58363, -95.208479)",11920 Astoria Blvd,Houston,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1131,
Enhancing Oncology Model,Texas Oncology,,"1300 North 4th Street, Longview, TX (32.510531, -94.730693)",1300 North 4th Street,Longview,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1132,
Enhancing Oncology Model,Texas Oncology,,"1310B Paluxy Road, Granbury, TX (32.432362, -97.803711)",1310B Paluxy Road,Granbury,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1133,
Enhancing Oncology Model,Texas Oncology,,"1425 East Lincoln Road, Idabel, OK (33.8829, -94.791664)",1425 East Lincoln Road,Idabel,OK,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1134,
Enhancing Oncology Model,Texas Oncology,,"1200 Brooklyn Ave, San Antonio, TX (29.440281, -98.490345)",1200 Brooklyn Ave,San Antonio,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1135,
Enhancing Oncology Model,Texas Oncology,,"1308 Wonder World Dr., San Marcos, TX (29.851751, -97.947996)",1308 Wonder World Dr.,San Marcos,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1136,
Enhancing Oncology Model,Texas Oncology,,"12221 Renfert Way, Austin, TX (30.411476, -97.703659)",12221 Renfert Way,Austin,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1137,
Enhancing Oncology Model,Texas Oncology,,"1228 Church Street, Sulphur Springs, TX (33.155558, -95.598341)",1228 Church Street,Sulphur Springs,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1138,
Enhancing Oncology Model,Texas Oncology,,"124 E. Bandera Road, Boerne, TX (29.780579, -98.727503)",124 E. Bandera Road,Boerne,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1139,
Enhancing Oncology Model,Texas Oncology,,"13215 Dotson Road, Houston, TX (29.967883, -95.55389)",13215 Dotson Road,Houston,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1140,
Enhancing Oncology Model,Texas Oncology,,"1330 E. 6th Street, Weslaco, TX (26.154253, -97.977321)",1330 E. 6th Street,Weslaco,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1141,
Enhancing Oncology Model,Texas Oncology,,"1323 E. Franklin St, Hillsboro, TX (32.011557, -97.099087)",1323 E. Franklin St,Hillsboro,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1142,
Enhancing Oncology Model,Texas Oncology,,"1339 East Street, Graham, TX (33.090692, -98.583799)",1339 East Street,Graham,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1143,
Enhancing Oncology Model,Texas Oncology,,"1350 First Colony Blvd, Sugar Land, TX (29.60263, -95.636601)",1350 First Colony Blvd,Sugar Land,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1144,
Enhancing Oncology Model,Texas Oncology,,"1331 West Grand parkway North, Katy, TX (29.790524, -95.77865)",1331 West Grand parkway North,Katy,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1145,
Enhancing Oncology Model,Texas Oncology,,"1401 Medical parkway, Cedar Park, TX (30.532424, -97.812177)",1401 Medical parkway,Cedar Park,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1146,
Enhancing Oncology Model,Texas Oncology,,"1448 East Common Street, New Braunfels, TX (29.722323, -98.099528)",1448 East Common Street,New Braunfels,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1147,
Enhancing Oncology Model,Texas Oncology,,"150 E. Medical Center Blvd, Webster, TX (29.543778, -95.121657)",150 E. Medical Center Blvd,Webster,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1148,
Enhancing Oncology Model,Texas Oncology,,"150 River North Blvd, Stephenville, TX (32.228752, -98.23264)",150 River North Blvd,Stephenville,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1149,
Enhancing Oncology Model,"The Longstreet Clinic, P.C.",,"725 Jesse Jewell Parkway SE Suite 390, Gainesville, GA (34.301385, -83.818606)",725 Jesse Jewell Parkway SE Suite 390,Gainesville,GA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1150,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"1 Meadows Parkway, Ste B, Vidalia, GA (32.2094, -82.3758)","1 Meadows Parkway, Ste B",Vidalia,GA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1151,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"77 W Forest Ave, Ste 301, Flagstaff, AZ (35.2092, -111.6444)","77 W Forest Ave, Ste 301",Flagstaff,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1152,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"1876 E. Sabin Dr, Suite 10, Casa Grande, AZ (32.8821, -111.7069)","1876 E. Sabin Dr, Suite 10",Casa Grande,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1153,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"18223 E. 10 Mile Road, Suite 100, Roseville, MI (42.4807, -82.9331)","18223 E. 10 Mile Road, Suite 100",Roseville,MI,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1154,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"802 East Highway 60, Monett, MO (36.915261, -93.945855)",802 East Highway 60,Monett,MO,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1155,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"11921 S 226 Hwy, Spruce Pine, NC (35.9245, -82.0879)",11921 S 226 Hwy,Spruce Pine,NC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1156,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"6827 W Tropicana Ave, Suite 110, Las Vegas, NV (36.0986, -115.2409)","6827 W Tropicana Ave, Suite 110",Las Vegas,NV,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1157,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"14780 W. Mountain View Blvd, Ste 211, Surprise, AZ (33.6558, -112.3781)","14780 W. Mountain View Blvd, Ste 211",Surprise,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1158,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"6985 McGinnis Ferry Road, Suite 100, Johns Creek, GA (34.0605, -84.1559)","6985 McGinnis Ferry Road, Suite 100",Johns Creek,GA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1159,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"1111 Glynco Parkway, Suite 35, Brunswick, GA (31.2418, -81.4993)","1111 Glynco Parkway, Suite 35",Brunswick,GA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1160,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"4700 Waters Ave, Suite 201, Savannah, GA (32.0305, -81.0884)","4700 Waters Ave, Suite 201",Savannah,GA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1161,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"10 One Center Ct, Franklin, NC (35.194955, -83.358702)",10 One Center Ct,Franklin,NC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1162,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"1000 Towne Center Blvd, Suite 704, Pooler, GA (32.1424, -81.2561)","1000 Towne Center Blvd, Suite 704",Pooler,GA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1163,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"13914 Southeastern Pkwy, Ste 203A, Fishers, IN (39.9900, -85.9164)","13914 Southeastern Pkwy, Ste 203A",Fishers,IN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1164,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"2505 N Lebanon St, Ste 125, Lebanon, IN (40.0489, -86.4694)","2505 N Lebanon St, Ste 125",Lebanon,IN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1165,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"8550 Naab Rd, Ste 205, Indianapolis, IN (39.9113, -86.1994)","8550 Naab Rd, Ste 205",Indianapolis,IN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1166,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"1601 Fair Rd, Suite 900, Statesboro, GA (32.4091, -81.7655)","1601 Fair Rd, Suite 900",Statesboro,GA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1167,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"740 E. General Stewart Way, Suite 210B, Hinesville, GA (31.8548, -81.5803)","740 E. General Stewart Way, Suite 210B",Hinesville,GA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1168,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"1 Edmundson Place, Ste 100, Council Bluffs, IA (41.2688, -95.8354)","1 Edmundson Place, Ste 100",Council Bluffs,IA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1169,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"2855 E Magic View Dr, Ste B, Meridian, ID (43.599057, -116.359584)","2855 E Magic View Dr, Ste B",Meridian,ID,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1170,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"605 Medical Center Drive, Ste B, Alexandria, LA (31.3128, -92.4509)","605 Medical Center Drive, Ste B",Alexandria,LA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1171,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"8585 Picardy Avenue, Suite 110, Baton Rouge, LA (30.4000, -91.1098)","8585 Picardy Avenue, Suite 110",Baton Rouge,LA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1172,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"1025 Michigan Ave, Logansport, IN (40.762095, -86.361676)",1025 Michigan Ave,Logansport,IN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1173,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"186 Medical Park Loop, Suite 501, Sylva, NC (35.3873, -83.2032)","186 Medical Park Loop, Suite 501",Sylva,NC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1174,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"4419 Hwy 7 North, Ste 201, Hot Springs, AR (34.653900, -93.057010)","4419 Hwy 7 North, Ste 201",Hot Springs,AR,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1175,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"20522 Falcons Landing Circle, Potomac Falls, VA (39.048800, -77.376260)",20522 Falcons Landing Circle,Potomac Falls,VA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1176,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"1300 Centerview Drive, Little Rock, AR (34.74179, -92.402030)",1300 Centerview Drive,Little Rock,AR,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1177,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"3 Medical Park Drive, Ste 202, Benton, AR (34.574720, -92.585360)","3 Medical Park Drive, Ste 202",Benton,AR,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1178,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"400 Crestwood Circle, Ste J, Mena, AR (34.589210, -94.220020)","400 Crestwood Circle, Ste J",Mena,AR,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1179,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"1281 E. Cottonwood Lane, Casa Grande, AZ (32.893680, -111.731740)",1281 E. Cottonwood Lane,Casa Grande,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1180,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"1 Mercy Lane, Ste 200A, Hot Springs, AR(34.468290, -93.066670)","1 Mercy Lane, Ste 200A",Hot Springs,AR,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1181,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"430 Magnolia Rd, Camden, AR (33.579380, -92.834560)",430 Magnolia Rd,Camden,AR,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1182,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"3220 McMullen Booth Rd, Suite C, Clearwater, FL (28.0388, -82.7100)","3220 McMullen Booth Rd, Suite C",Clearwater,FL,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1183,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"207 S. Wayne St., Alma, GA (31.5399, -82.4599)",207 S. Wayne St.,Alma,GA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1184,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"5326 Oak Street, Saint Francisville, LA (30.7907, -91.3718)",5326 Oak Street,Saint Francisville,LA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1185,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"101 Greenfield Dr, Suite 220, Cumming, GA (34.1819, -84.1464)","101 Greenfield Dr, Suite 220",Cumming,GA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1186,
Enhancing Oncology Model,Texas Oncology,,"1500 Rivery Blvd., Georgetown, TX (30.649662, -97.687524)",1500 Rivery Blvd.,Georgetown,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1187,
Enhancing Oncology Model,Texas Oncology,,"1600 W. College Street, Grapevine, TX (32.93087, -97.086458)",1600 W. College Street,Grapevine,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1188,
Enhancing Oncology Model,Texas Oncology,,"1501 West Royal Lane, Irving, TX (32.899477, -96.968642)",1501 West Royal Lane,Irving,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1189,
Enhancing Oncology Model,Texas Oncology,,"2460 North I-35, Waxahachie, TX (32.429363, -96.858253)",2460 North I-35,Waxahachie,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1190,
Enhancing Oncology Model,Texas Oncology,,"1608 W. FM 700, Big Spring, TX (32.234888, -101.489739)",1608 W. FM 700,Big Spring,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1191,
Enhancing Oncology Model,Texas Oncology,,"1609 Hospital Parkway, Bedford, TX (32.835534, -97.126186)",1609 Hospital Parkway,Bedford,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1192,
Enhancing Oncology Model,Texas Oncology,,"1626 W. Hwy 287 Business, Waxahachie, TX (32.399879, -96.865074)",1626 W. Hwy 287 Business,Waxahachie,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1193,
Enhancing Oncology Model,Texas Oncology,,"1901 South 2nd St., McAllen, TX (26.186082, -98.224069)",1901 South 2nd St.,McAllen,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1194,
Enhancing Oncology Model,Texas Oncology,,"1907 Hwy 97 E, Jourdanton, TX (28.932256, -98.525212)",1907 Hwy 97 E,Jourdanton,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1195,
Enhancing Oncology Model,Texas Oncology,,"191 Walls Drive, Cleburne, TX (32.332746, -97.437158)",191 Walls Drive,Cleburne,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1196,
Enhancing Oncology Model,Texas Oncology,,"2014 S. Wheeler, Jasper, TX (30.901573, -93.993243)",2014 S. Wheeler,Jasper,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1197,
Enhancing Oncology Model,Texas Oncology,,"1700 W State Highway 6, Waco, TX (31.585853, -97.119643)",1700 W State Highway 6,Waco,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1198,
Enhancing Oncology Model,Texas Oncology,,"18780 I-20, Canton, TX (32.588064, -95.874279)",18780 I-20,Canton,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1199,
Enhancing Oncology Model,Texas Oncology,,"17189 I-45, MOB II, The Woodlands, TX (30.205188, -95.451727)","17189 I-45, MOB II",The Woodlands,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1200,
Enhancing Oncology Model,Texas Oncology,,"18980 W. Memorial Drive, Kingwood, TX (40.274185, -75.020499)",18980 W. Memorial Drive,Kingwood,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1201,
Enhancing Oncology Model,Texas Oncology,,"1901 Grandview, El Paso, TX (31.77797, -106.475734)",1901 Grandview,El Paso,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1202,
Enhancing Oncology Model,Texas Oncology,,"2410 Round Rock Ave., Round Rock, TX (30.50997, -97.714311)",2410 Round Rock Ave.,Round Rock,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1203,
Enhancing Oncology Model,Texas Oncology,,"260 E. Evergreen Street, Sherman, TX (33.64754, -96.609499)",260 E. Evergreen Street,Sherman,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1204,
Enhancing Oncology Model,Texas Oncology,,"2705 Prince George Ave., DeSoto, TX (32.644241, -96.88184)",2705 Prince George Ave.,DeSoto,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1205,
Enhancing Oncology Model,Texas Oncology,,"201 S. Ave. T, Clifton, TX (31.781725, -97.573081)",201 S. Ave. T,Clifton,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1206,
Enhancing Oncology Model,Texas Oncology,,"515 W. Mayfield Rd., Arlington, TX (32.683823, -97.109615)",515 W. Mayfield Rd.,Arlington,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1207,
Enhancing Oncology Model,Texas Oncology,,"5680 Frisco Square Blvd., Frisco, TX (33.150911, -96.837746)",5680 Frisco Square Blvd.,Frisco,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1208,
Enhancing Oncology Model,Texas Oncology,,"2026 South Jackson, Jacksonville, TX (31.938716, -95.247921)",2026 South Jackson,Jacksonville,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1209,
Enhancing Oncology Model,Texas Oncology,,"301 Hospital Drive, Corsicana, TX (32.082806, -96.500796)",301 Hospital Drive,Corsicana,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1210,
Enhancing Oncology Model,Texas Oncology,,"304 S. Daugherty Ave., Eastland, TX (32.399933, -98.821367)",304 S. Daugherty Ave.,Eastland,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1211,
Enhancing Oncology Model,Texas Oncology,,"2101 Mulberry St., Mount Pleasant, TX (33.176869, -94.97367)",2101 Mulberry St.,Mount Pleasant,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1212,
Enhancing Oncology Model,Texas Oncology,,"211 Elmhurst Drive, Kyle, TX (29.998901, -97.860474)",211 Elmhurst Drive,Kyle,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1213,
Enhancing Oncology Model,Texas Oncology,,"2150 N. Expressway 83, Brownsville, TX (25.9464828, -97.5065615)",2150 N. Expressway 83,Brownsville,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1214,
Enhancing Oncology Model,Texas Oncology,,"506 Graham Drive, Tomball, TX (30.089384, -95.619971)",506 Graham Drive,Tomball,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1215,
Enhancing Oncology Model,Texas Oncology,,"514 S. Bonham, Mexia, TX (31.676141, -96.48015)",514 S. Bonham,Mexia,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1216,
Enhancing Oncology Model,Texas Oncology,,"7211 Preston Road, Plano, TX (33.075655, -96.797408)",7211 Preston Road,Plano,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1217,
Enhancing Oncology Model,Texas Oncology,,"2121 Pease, Harlingen, TX (26.174448, -97.67146)",2121 Pease,Harlingen,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1218,
Enhancing Oncology Model,Texas Oncology,,"221 W. Colorado Blvd, Dallas, TX (32.758487, -96.823939)",221 W. Colorado Blvd,Dallas,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1219,
Enhancing Oncology Model,Texas Oncology,,"2300 Lohmans Spur, Lakeway, TX (30.338364, -97.971434)",2300 Lohmans Spur,Lakeway,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1220,
Enhancing Oncology Model,Texas Oncology,,"305 Sandy Corner Rd., El Campo, TX (29.219363, -96.291231)",305 Sandy Corner Rd.,El Campo,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1221,
Enhancing Oncology Model,Texas Oncology,,"2130 NE Loop 410, San Antonio, TX (29.51519, -98.427123)",2130 NE Loop 410,San Antonio,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1222,
Enhancing Oncology Model,Texas Oncology,,"2501 Jimmy Johnson Blvd., Port Arthur, TX (29.933692, -93.988957)",2501 Jimmy Johnson Blvd.,Port Arthur,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1223,
Enhancing Oncology Model,"The Longstreet Clinic, P.C.",,"1515 River Place West, Braselton, GA (34.117589, -83.840469)",1515 River Place West,Braselton,GA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1224,
Enhancing Oncology Model,"The Longstreet Clinic, P.C.",,"1640 Falls Road, Toccoa, GA (34.598688, -83.34885)",1640 Falls Road,Toccoa,GA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1225,
Enhancing Oncology Model,"Oncology Associates of Oregon, PC",,"520 Country Club Rd, Eugene, OR (44.063247, -123.091311)",520 Country Club Rd,Eugene,OR,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1226,
Enhancing Oncology Model,"Oncology Associates of Oregon, PC",,"444 NW Elks Drive, Corvallis, OR (44.60054, -123.254024)",444 NW Elks Drive,Corvallis,OR,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1227,
Enhancing Oncology Model,"Oncology Associates of Oregon, PC",,"2615 Willetta Street, Suite C, Albany, OR (44.61611, -123.114844)","2615 Willetta Street, Suite C",Albany,OR,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1228,
Enhancing Oncology Model,"Oncology Associates of Oregon, PC",,"340 9th Street, Florence, OR (43.974692, -124.119271)",340 9th Street,Florence,OR,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1229,
Enhancing Oncology Model,"Oncology Associates of Oregon, PC",,"2039 North Coast Highway, Newport, OR (44.651837, -124.053156)",2039 North Coast Highway,Newport,OR,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1230,
Enhancing Oncology Model,"Oncology Associates of Oregon, PC",,"3355 Riverbend Drive, Suite 450, Springfield, OR (44.082264, -123.027538)","3355 Riverbend Drive, Suite 450",Springfield,OR,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1231,
Enhancing Oncology Model,"Oncology Associates of Oregon, PC",,"3015 NE West Devils Lake Rd, Lincoln City, OR (44.98742, -123.997093)",3015 NE West Devils Lake Rd,Lincoln City,OR,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1232,
Enhancing Oncology Model,Cancer and Hematology Centers of Western Michigan,,"145 Michigan St. NE, Suite 3100, Grand Rapids, MI (42.970925, -85.665236)","145 Michigan St. NE, Suite 3100",Grand Rapids,MI,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1233,
Enhancing Oncology Model,Cancer and Hematology Centers of Western Michigan,,"6425 Harvey St., Norton Shores, MI (43.168904, -86.263946)",6425 Harvey St.,Norton Shores,MI,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1234,
Enhancing Oncology Model,Cancer and Hematology Centers of Western Michigan,,"250 Cherry St. SE, Grand Rapids, MI (42.959327, -85.662949)",250 Cherry St. SE,Grand Rapids,MI,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1235,
Enhancing Oncology Model,Cancer and Hematology Centers of Western Michigan,,"5800 Foremost Dr. SE, Grand Rapids, MI (42.91009, -85.524225)",5800 Foremost Dr. SE,Grand Rapids,MI,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1236,
Enhancing Oncology Model,Cancer and Hematology Centers of Western Michigan,,"12460 Riley St., Holland, MI (42.826017, -86.089505)",12460 Riley St.,Holland,MI,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1237,
Enhancing Oncology Model,Cancer and Hematology Centers of Western Michigan,,"302 Kensington Ave, Flint, MI (43.0240651, -83.6701651)",302 Kensington Ave,Flint,MI,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1238,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"2340 E Calvada Blvd, Ste 7, Pahrump, NV (36.1927, -115.9722)","2340 E Calvada Blvd, Ste 7",Pahrump,NV,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1239,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"3850 S. National Ave, Suite 600, Springfield, MO (37.1451, -93.2772)","3850 S. National Ave, Suite 600",Springfield,MO,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1240,
