Name of Initiative,Organization Name,Notes,Location 1,Street Address,City,State,State Based,Phase 1,Phase 2,Facebook,Twitter,Youtube,Website,Category,MSA_Name,Unique ID,Map Display,Latitude,Longitude
Enhancing Oncology Model,"American Oncology Network, Inc.",,"2910 Cypress Rd, Arkadelphia, AR (34.124368, -93.087998)",2910 Cypress Rd,Arkadelphia,AR,False,,,,,,,Disease-Specific & Episode-Based Models,,1109.0,,34.124368,-93.087998
Enhancing Oncology Model,"American Oncology Network, Inc.",,"130 Medical Cir, Nashville, AR (33.949667, -93.880089)",130 Medical Cir,Nashville,AR,False,,,,,,,Disease-Specific & Episode-Based Models,,1110.0,,33.949667,-93.880089
Enhancing Oncology Model,"American Oncology Network, Inc.",,"133 Harmony Park Cir, Hot Springs, AR (34.464032, -93.066918)",133 Harmony Park Cir,Hot Springs,AR,False,,,,,,,Disease-Specific & Episode-Based Models,,1111.0,,34.464032,-93.066918
Enhancing Oncology Model,"American Oncology Network, Inc.",,"1808 West Main St, Suite 200, Russellville, AR (35.2836, -93.1498)","1808 West Main St, Suite 200",Russellville,AR,False,,,,,,,Disease-Specific & Episode-Based Models,,1112.0,,35.2836,-93.1498
Enhancing Oncology Model,"American Oncology Network, Inc.",,"3 Medical Park Drive, Suite 202, Benton, AR (34.5744, -92.5853)","3 Medical Park Drive, Suite 202",Benton,AR,False,,,,,,,Disease-Specific & Episode-Based Models,,1113.0,,34.5744,-92.5853
Enhancing Oncology Model,Texas Oncology,,"10425 N. Central Expressway, Dallas, TX (32.888647, -96.770569)",10425 N. Central Expressway,Dallas,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1114.0,,32.888647,-96.770569
Enhancing Oncology Model,Texas Oncology,,"2021 North MacArthur Blvd., Irving, TX (32.835354, -96.961007)",2021 North MacArthur Blvd.,Irving,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1115.0,,32.835354,-96.961007
Enhancing Oncology Model,Texas Oncology,,"21216 Northwest Freeway, Cypress, TX (29.925609, -95.633075)",21216 Northwest Freeway,Cypress,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1116.0,,29.925609,-95.633075
Enhancing Oncology Model,Texas Oncology,,"1000 S. Coulter, Amarillo, TX (35.204367, -101.922861)",1000 S. Coulter,Amarillo,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1117.0,,35.204367,-101.922861
Enhancing Oncology Model,Texas Oncology,,"1025 Birdsong Drive, Baytown, TX (29.765934, -94.976235)",1025 Birdsong Drive,Baytown,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1118.0,,29.765934,-94.976235
Enhancing Oncology Model,Texas Oncology,,"1904 Pine Street, Abilene, TX (32.471411, -99.731327)",1904 Pine Street,Abilene,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1119.0,,32.471411,-99.731327
Enhancing Oncology Model,Texas Oncology,,"2001 N. MacArthur, Irving, TX (32.835354, -96.961007)",2001 N. MacArthur,Irving,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1120.0,,32.835354,-96.961007
Enhancing Oncology Model,Texas Oncology,,"1010 North Mill St, Bowie, TX (33.563846, -97.836382)",1010 North Mill St,Bowie,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1121.0,,33.563846,-97.836382
Enhancing Oncology Model,Texas Oncology,,"1015 E. 32nd Street, Austin, TX (30.28952, -97.724279)",1015 E. 32nd Street,Austin,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1122.0,,30.28952,-97.724279
Enhancing Oncology Model,Texas Oncology,,"10970 Shadow Creek Pkwy, Pearland, TX (29.577495, -95.388931)",10970 Shadow Creek Pkwy,Pearland,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1123.0,,29.577495,-95.388931
Enhancing Oncology Model,Texas Oncology,,"1957 Antilley Road, Abilene, TX (32.372506, -99.747189)",1957 Antilley Road,Abilene,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1124.0,,32.372506,-99.747189
Enhancing Oncology Model,Texas Oncology,,"104 Max Starcke Dam Road, marble Falls, TX (30.555211, -98.27247)",104 Max Starcke Dam Road,marble Falls,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1125.0,,30.555211,-98.27247
Enhancing Oncology Model,Texas Oncology,,"1105 Central Expressway, Allen, TX (33.116103, -96.673106)",1105 Central Expressway,Allen,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1126.0,,33.116103,-96.673106
Enhancing Oncology Model,Texas Oncology,,"11130 Christus hills, San Antonio, TX (29.464612, -98.697094)",11130 Christus hills,San Antonio,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1127.0,,29.464612,-98.697094
Enhancing Oncology Model,Texas Oncology,,"1441 N. Beckley Ave., Dallas, TX (32.76156, -96.825026)",1441 N. Beckley Ave.,Dallas,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1128.0,,32.76156,-96.825026
Enhancing Oncology Model,Texas Oncology,,"1631 Lancaster Drive, Grapevine, TX (32.932277, -97.091588)",1631 Lancaster Drive,Grapevine,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1129.0,,32.932277,-97.091588
Enhancing Oncology Model,Texas Oncology,,"18707 Hardy Oak, San Antonio, TX (29.615543, -98.478258)",18707 Hardy Oak,San Antonio,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1130.0,,29.615543,-98.478258
Enhancing Oncology Model,Texas Oncology,,"11920 Astoria Blvd, Houston, TX (29.58363, -95.208479)",11920 Astoria Blvd,Houston,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1131.0,,29.58363,-95.208479
Enhancing Oncology Model,Texas Oncology,,"1300 North 4th Street, Longview, TX (32.510531, -94.730693)",1300 North 4th Street,Longview,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1132.0,,32.510531,-94.730693
Enhancing Oncology Model,Texas Oncology,,"1310B Paluxy Road, Granbury, TX (32.432362, -97.803711)",1310B Paluxy Road,Granbury,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1133.0,,32.432362,-97.803711
Enhancing Oncology Model,Texas Oncology,,"1425 East Lincoln Road, Idabel, OK (33.8829, -94.791664)",1425 East Lincoln Road,Idabel,OK,False,,,,,,,Disease-Specific & Episode-Based Models,,1134.0,,33.8829,-94.791664
Enhancing Oncology Model,Texas Oncology,,"1200 Brooklyn Ave, San Antonio, TX (29.440281, -98.490345)",1200 Brooklyn Ave,San Antonio,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1135.0,,29.440281,-98.490345
Enhancing Oncology Model,Texas Oncology,,"1308 Wonder World Dr., San Marcos, TX (29.851751, -97.947996)",1308 Wonder World Dr.,San Marcos,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1136.0,,29.851751,-97.947996
Enhancing Oncology Model,Texas Oncology,,"12221 Renfert Way, Austin, TX (30.411476, -97.703659)",12221 Renfert Way,Austin,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1137.0,,30.411476,-97.703659
Enhancing Oncology Model,Texas Oncology,,"1228 Church Street, Sulphur Springs, TX (33.155558, -95.598341)",1228 Church Street,Sulphur Springs,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1138.0,,33.155558,-95.598341
Enhancing Oncology Model,Texas Oncology,,"124 E. Bandera Road, Boerne, TX (29.780579, -98.727503)",124 E. Bandera Road,Boerne,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1139.0,,29.780579,-98.727503
Enhancing Oncology Model,Texas Oncology,,"13215 Dotson Road, Houston, TX (29.967883, -95.55389)",13215 Dotson Road,Houston,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1140.0,,29.967883,-95.55389
Enhancing Oncology Model,Texas Oncology,,"1330 E. 6th Street, Weslaco, TX (26.154253, -97.977321)",1330 E. 6th Street,Weslaco,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1141.0,,26.154253,-97.977321
Enhancing Oncology Model,Texas Oncology,,"1323 E. Franklin St, Hillsboro, TX (32.011557, -97.099087)",1323 E. Franklin St,Hillsboro,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1142.0,,32.011557,-97.099087
Enhancing Oncology Model,Texas Oncology,,"1339 East Street, Graham, TX (33.090692, -98.583799)",1339 East Street,Graham,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1143.0,,33.090692,-98.583799
Enhancing Oncology Model,Texas Oncology,,"1350 First Colony Blvd, Sugar Land, TX (29.60263, -95.636601)",1350 First Colony Blvd,Sugar Land,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1144.0,,29.60263,-95.636601
Enhancing Oncology Model,Texas Oncology,,"1331 West Grand parkway North, Katy, TX (29.790524, -95.77865)",1331 West Grand parkway North,Katy,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1145.0,,29.790524,-95.77865
Enhancing Oncology Model,Texas Oncology,,"1401 Medical parkway, Cedar Park, TX (30.532424, -97.812177)",1401 Medical parkway,Cedar Park,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1146.0,,30.532424,-97.812177
Enhancing Oncology Model,Texas Oncology,,"1448 East Common Street, New Braunfels, TX (29.722323, -98.099528)",1448 East Common Street,New Braunfels,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1147.0,,29.722323,-98.099528
Enhancing Oncology Model,Texas Oncology,,"150 E. Medical Center Blvd, Webster, TX (29.543778, -95.121657)",150 E. Medical Center Blvd,Webster,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1148.0,,29.543778,-95.121657
Enhancing Oncology Model,Texas Oncology,,"150 River North Blvd, Stephenville, TX (32.228752, -98.23264)",150 River North Blvd,Stephenville,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1149.0,,32.228752,-98.23264
Enhancing Oncology Model,"The Longstreet Clinic, P.C.",,"725 Jesse Jewell Parkway SE Suite 390, Gainesville, GA (34.301385, -83.818606)",725 Jesse Jewell Parkway SE Suite 390,Gainesville,GA,False,,,,,,,Disease-Specific & Episode-Based Models,,1150.0,,34.301385,-83.818606
Enhancing Oncology Model,"American Oncology Network, Inc.",,"1 Meadows Parkway, Ste B, Vidalia, GA (32.2094, -82.3758)","1 Meadows Parkway, Ste B",Vidalia,GA,False,,,,,,,Disease-Specific & Episode-Based Models,,1151.0,,32.2094,-82.3758
Enhancing Oncology Model,"American Oncology Network, Inc.",,"77 W Forest Ave, Ste 301, Flagstaff, AZ (35.2092, -111.6444)","77 W Forest Ave, Ste 301",Flagstaff,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1152.0,,35.2092,-111.6444
Enhancing Oncology Model,"American Oncology Network, Inc.",,"1876 E. Sabin Dr, Suite 10, Casa Grande, AZ (32.8821, -111.7069)","1876 E. Sabin Dr, Suite 10",Casa Grande,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1153.0,,32.8821,-111.7069
Enhancing Oncology Model,"American Oncology Network, Inc.",,"18223 E. 10 Mile Road, Suite 100, Roseville, MI (42.4807, -82.9331)","18223 E. 10 Mile Road, Suite 100",Roseville,MI,False,,,,,,,Disease-Specific & Episode-Based Models,,1154.0,,42.4807,-82.9331
Enhancing Oncology Model,"American Oncology Network, Inc.",,"802 East Highway 60, Monett, MO (36.915261, -93.945855)",802 East Highway 60,Monett,MO,False,,,,,,,Disease-Specific & Episode-Based Models,,1155.0,,36.915261,-93.945855
Enhancing Oncology Model,"American Oncology Network, Inc.",,"11921 S 226 Hwy, Spruce Pine, NC (35.9245, -82.0879)",11921 S 226 Hwy,Spruce Pine,NC,False,,,,,,,Disease-Specific & Episode-Based Models,,1156.0,,35.9245,-82.0879
Enhancing Oncology Model,"American Oncology Network, Inc.",,"6827 W Tropicana Ave, Suite 110, Las Vegas, NV (36.0986, -115.2409)","6827 W Tropicana Ave, Suite 110",Las Vegas,NV,False,,,,,,,Disease-Specific & Episode-Based Models,,1157.0,,36.0986,-115.2409
Enhancing Oncology Model,"American Oncology Network, Inc.",,"14780 W. Mountain View Blvd, Ste 211, Surprise, AZ (33.6558, -112.3781)","14780 W. Mountain View Blvd, Ste 211",Surprise,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1158.0,,33.6558,-112.3781
Enhancing Oncology Model,"American Oncology Network, Inc.",,"6985 McGinnis Ferry Road, Suite 100, Johns Creek, GA (34.0605, -84.1559)","6985 McGinnis Ferry Road, Suite 100",Johns Creek,GA,False,,,,,,,Disease-Specific & Episode-Based Models,,1159.0,,34.0605,-84.1559
Enhancing Oncology Model,"American Oncology Network, Inc.",,"1111 Glynco Parkway, Suite 35, Brunswick, GA (31.2418, -81.4993)","1111 Glynco Parkway, Suite 35",Brunswick,GA,False,,,,,,,Disease-Specific & Episode-Based Models,,1160.0,,31.2418,-81.4993
Enhancing Oncology Model,"American Oncology Network, Inc.",,"4700 Waters Ave, Suite 201, Savannah, GA (32.0305, -81.0884)","4700 Waters Ave, Suite 201",Savannah,GA,False,,,,,,,Disease-Specific & Episode-Based Models,,1161.0,,32.0305,-81.0884
Enhancing Oncology Model,"American Oncology Network, Inc.",,"10 One Center Ct, Franklin, NC (35.194955, -83.358702)",10 One Center Ct,Franklin,NC,False,,,,,,,Disease-Specific & Episode-Based Models,,1162.0,,35.194955,-83.358702
Enhancing Oncology Model,"American Oncology Network, Inc.",,"1000 Towne Center Blvd, Suite 704, Pooler, GA (32.1424, -81.2561)","1000 Towne Center Blvd, Suite 704",Pooler,GA,False,,,,,,,Disease-Specific & Episode-Based Models,,1163.0,,32.1424,-81.2561
Enhancing Oncology Model,"American Oncology Network, Inc.",,"13914 Southeastern Pkwy, Ste 203A, Fishers, IN (39.9900, -85.9164)","13914 Southeastern Pkwy, Ste 203A",Fishers,IN,False,,,,,,,Disease-Specific & Episode-Based Models,,1164.0,,39.99,-85.9164
Enhancing Oncology Model,"American Oncology Network, Inc.",,"2505 N Lebanon St, Ste 125, Lebanon, IN (40.0489, -86.4694)","2505 N Lebanon St, Ste 125",Lebanon,IN,False,,,,,,,Disease-Specific & Episode-Based Models,,1165.0,,40.0489,-86.4694
Enhancing Oncology Model,"American Oncology Network, Inc.",,"8550 Naab Rd, Ste 205, Indianapolis, IN (39.9113, -86.1994)","8550 Naab Rd, Ste 205",Indianapolis,IN,False,,,,,,,Disease-Specific & Episode-Based Models,,1166.0,,39.9113,-86.1994
Enhancing Oncology Model,"American Oncology Network, Inc.",,"1601 Fair Rd, Suite 900, Statesboro, GA (32.4091, -81.7655)","1601 Fair Rd, Suite 900",Statesboro,GA,False,,,,,,,Disease-Specific & Episode-Based Models,,1167.0,,32.4091,-81.7655
Enhancing Oncology Model,"American Oncology Network, Inc.",,"740 E. General Stewart Way, Suite 210B, Hinesville, GA (31.8548, -81.5803)","740 E. General Stewart Way, Suite 210B",Hinesville,GA,False,,,,,,,Disease-Specific & Episode-Based Models,,1168.0,,31.8548,-81.5803
Enhancing Oncology Model,"American Oncology Network, Inc.",,"1 Edmundson Place, Ste 100, Council Bluffs, IA (41.2688, -95.8354)","1 Edmundson Place, Ste 100",Council Bluffs,IA,False,,,,,,,Disease-Specific & Episode-Based Models,,1169.0,,41.2688,-95.8354
Enhancing Oncology Model,"American Oncology Network, Inc.",,"2855 E Magic View Dr, Ste B, Meridian, ID (43.599057, -116.359584)","2855 E Magic View Dr, Ste B",Meridian,ID,False,,,,,,,Disease-Specific & Episode-Based Models,,1170.0,,43.599057,-116.359584
Enhancing Oncology Model,"American Oncology Network, Inc.",,"605 Medical Center Drive, Ste B, Alexandria, LA (31.3128, -92.4509)","605 Medical Center Drive, Ste B",Alexandria,LA,False,,,,,,,Disease-Specific & Episode-Based Models,,1171.0,,31.3128,-92.4509
Enhancing Oncology Model,"American Oncology Network, Inc.",,"8585 Picardy Avenue, Suite 110, Baton Rouge, LA (30.4000, -91.1098)","8585 Picardy Avenue, Suite 110",Baton Rouge,LA,False,,,,,,,Disease-Specific & Episode-Based Models,,1172.0,,30.4,-91.1098
Enhancing Oncology Model,"American Oncology Network, Inc.",,"1025 Michigan Ave, Logansport, IN (40.762095, -86.361676)",1025 Michigan Ave,Logansport,IN,False,,,,,,,Disease-Specific & Episode-Based Models,,1173.0,,40.762095,-86.361676
Enhancing Oncology Model,"American Oncology Network, Inc.",,"186 Medical Park Loop, Suite 501, Sylva, NC (35.3873, -83.2032)","186 Medical Park Loop, Suite 501",Sylva,NC,False,,,,,,,Disease-Specific & Episode-Based Models,,1174.0,,35.3873,-83.2032
Enhancing Oncology Model,"American Oncology Network, Inc.",,"4419 Hwy 7 North, Ste 201, Hot Springs, AR (34.653900, -93.057010)","4419 Hwy 7 North, Ste 201",Hot Springs,AR,False,,,,,,,Disease-Specific & Episode-Based Models,,1175.0,,34.6539,-93.05701
Enhancing Oncology Model,"American Oncology Network, Inc.",,"20522 Falcons Landing Circle, Potomac Falls, VA (39.048800, -77.376260)",20522 Falcons Landing Circle,Potomac Falls,VA,False,,,,,,,Disease-Specific & Episode-Based Models,,1176.0,,39.0488,-77.37626
Enhancing Oncology Model,"American Oncology Network, Inc.",,"1300 Centerview Drive, Little Rock, AR (34.74179, -92.402030)",1300 Centerview Drive,Little Rock,AR,False,,,,,,,Disease-Specific & Episode-Based Models,,1177.0,,34.74179,-92.40203
Enhancing Oncology Model,"American Oncology Network, Inc.",,"3 Medical Park Drive, Ste 202, Benton, AR (34.574720, -92.585360)","3 Medical Park Drive, Ste 202",Benton,AR,False,,,,,,,Disease-Specific & Episode-Based Models,,1178.0,,34.57472,-92.58536
Enhancing Oncology Model,"American Oncology Network, Inc.",,"400 Crestwood Circle, Ste J, Mena, AR (34.589210, -94.220020)","400 Crestwood Circle, Ste J",Mena,AR,False,,,,,,,Disease-Specific & Episode-Based Models,,1179.0,,34.58921,-94.22002
Enhancing Oncology Model,"American Oncology Network, Inc.",,"1281 E. Cottonwood Lane, Casa Grande, AZ (32.893680, -111.731740)",1281 E. Cottonwood Lane,Casa Grande,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1180.0,,32.89368,-111.73174
Enhancing Oncology Model,"American Oncology Network, Inc.",,"1 Mercy Lane, Ste 200A, Hot Springs, AR(34.468290, -93.066670)","1 Mercy Lane, Ste 200A",Hot Springs,AR,False,,,,,,,Disease-Specific & Episode-Based Models,,1181.0,,34.46829,-93.06667
Enhancing Oncology Model,"American Oncology Network, Inc.",,"430 Magnolia Rd, Camden, AR (33.579380, -92.834560)",430 Magnolia Rd,Camden,AR,False,,,,,,,Disease-Specific & Episode-Based Models,,1182.0,,33.57938,-92.83456
Enhancing Oncology Model,"American Oncology Network, Inc.",,"3220 McMullen Booth Rd, Suite C, Clearwater, FL (28.0388, -82.7100)","3220 McMullen Booth Rd, Suite C",Clearwater,FL,False,,,,,,,Disease-Specific & Episode-Based Models,,1183.0,,28.0388,-82.71
Enhancing Oncology Model,"American Oncology Network, Inc.",,"207 S. Wayne St., Alma, GA (31.5399, -82.4599)",207 S. Wayne St.,Alma,GA,False,,,,,,,Disease-Specific & Episode-Based Models,,1184.0,,31.5399,-82.4599
Enhancing Oncology Model,"American Oncology Network, Inc.",,"5326 Oak Street, Saint Francisville, LA (30.7907, -91.3718)",5326 Oak Street,Saint Francisville,LA,False,,,,,,,Disease-Specific & Episode-Based Models,,1185.0,,30.7907,-91.3718
Enhancing Oncology Model,"American Oncology Network, Inc.",,"101 Greenfield Dr, Suite 220, Cumming, GA (34.1819, -84.1464)","101 Greenfield Dr, Suite 220",Cumming,GA,False,,,,,,,Disease-Specific & Episode-Based Models,,1186.0,,34.1819,-84.1464
Enhancing Oncology Model,Texas Oncology,,"1500 Rivery Blvd., Georgetown, TX (30.649662, -97.687524)",1500 Rivery Blvd.,Georgetown,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1187.0,,30.649662,-97.687524
Enhancing Oncology Model,Texas Oncology,,"1600 W. College Street, Grapevine, TX (32.93087, -97.086458)",1600 W. College Street,Grapevine,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1188.0,,32.93087,-97.086458
Enhancing Oncology Model,Texas Oncology,,"1501 West Royal Lane, Irving, TX (32.899477, -96.968642)",1501 West Royal Lane,Irving,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1189.0,,32.899477,-96.968642
Enhancing Oncology Model,Texas Oncology,,"2460 North I-35, Waxahachie, TX (32.429363, -96.858253)",2460 North I-35,Waxahachie,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1190.0,,32.429363,-96.858253
Enhancing Oncology Model,Texas Oncology,,"1608 W. FM 700, Big Spring, TX (32.234888, -101.489739)",1608 W. FM 700,Big Spring,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1191.0,,32.234888,-101.489739
Enhancing Oncology Model,Texas Oncology,,"1609 Hospital Parkway, Bedford, TX (32.835534, -97.126186)",1609 Hospital Parkway,Bedford,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1192.0,,32.835534,-97.126186
Enhancing Oncology Model,Texas Oncology,,"1626 W. Hwy 287 Business, Waxahachie, TX (32.399879, -96.865074)",1626 W. Hwy 287 Business,Waxahachie,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1193.0,,32.399879,-96.865074
Enhancing Oncology Model,Texas Oncology,,"1901 South 2nd St., McAllen, TX (26.186082, -98.224069)",1901 South 2nd St.,McAllen,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1194.0,,26.186082,-98.224069
Enhancing Oncology Model,Texas Oncology,,"1907 Hwy 97 E, Jourdanton, TX (28.932256, -98.525212)",1907 Hwy 97 E,Jourdanton,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1195.0,,28.932256,-98.525212
Enhancing Oncology Model,Texas Oncology,,"191 Walls Drive, Cleburne, TX (32.332746, -97.437158)",191 Walls Drive,Cleburne,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1196.0,,32.332746,-97.437158
Enhancing Oncology Model,Texas Oncology,,"2014 S. Wheeler, Jasper, TX (30.901573, -93.993243)",2014 S. Wheeler,Jasper,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1197.0,,30.901573,-93.993243
Enhancing Oncology Model,Texas Oncology,,"1700 W State Highway 6, Waco, TX (31.585853, -97.119643)",1700 W State Highway 6,Waco,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1198.0,,31.585853,-97.119643
Enhancing Oncology Model,Texas Oncology,,"18780 I-20, Canton, TX (32.588064, -95.874279)",18780 I-20,Canton,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1199.0,,32.588064,-95.874279
Enhancing Oncology Model,Texas Oncology,,"17189 I-45, MOB II, The Woodlands, TX (30.205188, -95.451727)","17189 I-45, MOB II",The Woodlands,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1200.0,,30.205188,-95.451727
Enhancing Oncology Model,Texas Oncology,,"18980 W. Memorial Drive, Kingwood, TX (40.274185, -75.020499)",18980 W. Memorial Drive,Kingwood,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1201.0,,40.274185,-75.020499
Enhancing Oncology Model,Texas Oncology,,"1901 Grandview, El Paso, TX (31.77797, -106.475734)",1901 Grandview,El Paso,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1202.0,,31.77797,-106.475734
Enhancing Oncology Model,Texas Oncology,,"2410 Round Rock Ave., Round Rock, TX (30.50997, -97.714311)",2410 Round Rock Ave.,Round Rock,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1203.0,,30.50997,-97.714311
Enhancing Oncology Model,Texas Oncology,,"260 E. Evergreen Street, Sherman, TX (33.64754, -96.609499)",260 E. Evergreen Street,Sherman,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1204.0,,33.64754,-96.609499
Enhancing Oncology Model,Texas Oncology,,"2705 Prince George Ave., DeSoto, TX (32.644241, -96.88184)",2705 Prince George Ave.,DeSoto,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1205.0,,32.644241,-96.88184
Enhancing Oncology Model,Texas Oncology,,"201 S. Ave. T, Clifton, TX (31.781725, -97.573081)",201 S. Ave. T,Clifton,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1206.0,,31.781725,-97.573081
Enhancing Oncology Model,Texas Oncology,,"515 W. Mayfield Rd., Arlington, TX (32.683823, -97.109615)",515 W. Mayfield Rd.,Arlington,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1207.0,,32.683823,-97.109615
Enhancing Oncology Model,Texas Oncology,,"5680 Frisco Square Blvd., Frisco, TX (33.150911, -96.837746)",5680 Frisco Square Blvd.,Frisco,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1208.0,,33.150911,-96.837746
Enhancing Oncology Model,Texas Oncology,,"2026 South Jackson, Jacksonville, TX (31.938716, -95.247921)",2026 South Jackson,Jacksonville,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1209.0,,31.938716,-95.247921
Enhancing Oncology Model,Texas Oncology,,"301 Hospital Drive, Corsicana, TX (32.082806, -96.500796)",301 Hospital Drive,Corsicana,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1210.0,,32.082806,-96.500796
Enhancing Oncology Model,Texas Oncology,,"304 S. Daugherty Ave., Eastland, TX (32.399933, -98.821367)",304 S. Daugherty Ave.,Eastland,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1211.0,,32.399933,-98.821367
Enhancing Oncology Model,Texas Oncology,,"2101 Mulberry St., Mount Pleasant, TX (33.176869, -94.97367)",2101 Mulberry St.,Mount Pleasant,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1212.0,,33.176869,-94.97367
Enhancing Oncology Model,Texas Oncology,,"211 Elmhurst Drive, Kyle, TX (29.998901, -97.860474)",211 Elmhurst Drive,Kyle,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1213.0,,29.998901,-97.860474
Enhancing Oncology Model,Texas Oncology,,"2150 N. Expressway 83, Brownsville, TX (25.9464828, -97.5065615)",2150 N. Expressway 83,Brownsville,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1214.0,,25.9464828,-97.5065615
Enhancing Oncology Model,Texas Oncology,,"506 Graham Drive, Tomball, TX (30.089384, -95.619971)",506 Graham Drive,Tomball,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1215.0,,30.089384,-95.619971
Enhancing Oncology Model,Texas Oncology,,"514 S. Bonham, Mexia, TX (31.676141, -96.48015)",514 S. Bonham,Mexia,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1216.0,,31.676141,-96.48015
Enhancing Oncology Model,Texas Oncology,,"7211 Preston Road, Plano, TX (33.075655, -96.797408)",7211 Preston Road,Plano,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1217.0,,33.075655,-96.797408
Enhancing Oncology Model,Texas Oncology,,"2121 Pease, Harlingen, TX (26.174448, -97.67146)",2121 Pease,Harlingen,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1218.0,,26.174448,-97.67146
Enhancing Oncology Model,Texas Oncology,,"221 W. Colorado Blvd, Dallas, TX (32.758487, -96.823939)",221 W. Colorado Blvd,Dallas,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1219.0,,32.758487,-96.823939
Enhancing Oncology Model,Texas Oncology,,"2300 Lohmans Spur, Lakeway, TX (30.338364, -97.971434)",2300 Lohmans Spur,Lakeway,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1220.0,,30.338364,-97.971434
Enhancing Oncology Model,Texas Oncology,,"305 Sandy Corner Rd., El Campo, TX (29.219363, -96.291231)",305 Sandy Corner Rd.,El Campo,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1221.0,,29.219363,-96.291231
